Position,Company,Location,URL
3D 디자인 및 애니메이터의 전체 세부 정보,이웃사람,강원도 강릉,https://kr.indeed.com/rc/clk?jk=7ca4f408a0247f9d&fccid=6c29a557df788a08&vjs=3
별이되어라2 이펙터의 전체 세부 정보,플린트,서울 강남구,https://kr.indeed.com/rc/clk?jk=f7de771a96795f24&fccid=fbde55bba5dd6185&vjs=3
Unity기반 수술 네비게이션 소프트웨어 개발자를 모십니다.의 전체 세부 정보,(주)휴톰 관심기업,서울 대흥동,https://kr.indeed.com/rc/clk?jk=611db9dc9ac53b63&fccid=667cf6cbd3cba549&vjs=3
헬스케어로봇센터 연구원의 전체 세부 정보,광주과학기술원,광주 북구,https://kr.indeed.com/rc/clk?jk=d7baa5f39694ee84&fccid=617504e506359426&vjs=3
스마트팩토리/MES/인프라/모바일[경력]의 전체 세부 정보,현대자동차그룹,서울 강남구,https://kr.indeed.com/rc/clk?jk=4402ce8ca9ee6618&fccid=980d6ecc399a3373&vjs=3
[3D 모델러] 배경 모델러 신입/경력의 전체 세부 정보,투닛,서울 강남구,https://kr.indeed.com/rc/clk?jk=aabd09091ce2d401&fccid=18c02332e0ba7c1a&vjs=3
상반기 R&D 대규모 (Linux/Windows Application 개발)의 전체 세부 정보,반프,서울 강남구,https://kr.indeed.com/rc/clk?jk=d170907bf4310ace&fccid=01f43887b512a31e&vjs=3
융합기술학제학부 인간중심 지능형 시스템 연구실 연구직의 전체 세부 정보,광주과학기술원,광주 북구,https://kr.indeed.com/rc/clk?jk=25e4c2434511b542&fccid=617504e506359426&vjs=3
3D Modeler의 전체 세부 정보,텔로스,전주 완산구,https://kr.indeed.com/rc/clk?jk=f6538d9b54d28658&fccid=49b224906248f087&vjs=3
(주) 토포스 스튜디오 2023년 상반기 인력의 전체 세부 정보,토포스스튜디오,서울 마포구,https://kr.indeed.com/rc/clk?jk=5fd99d33001f6493&fccid=429c174b41d9d462&vjs=3
융합기술학제학부 ‘창의적 사고 랩’ 연구실(연구직)의 전체 세부 정보,광주과학기술원,광주 북구,https://kr.indeed.com/rc/clk?jk=9e62f6e3a171f105&fccid=617504e506359426&vjs=3
서버 및 시스템 개발자의 전체 세부 정보,이웃사람,강원도 강릉,https://kr.indeed.com/rc/clk?jk=490f11d65db330d2&fccid=6c29a557df788a08&vjs=3
[] AR 클라이언트 프로그램 담당 (2명)의 전체 세부 정보,드래곤플라이,서울 논현동,https://kr.indeed.com/rc/clk?jk=1df30260012206a4&fccid=86a790d45b3b5325&vjs=3
프로그래머 Unity  App 개발의 전체 세부 정보,유비스포,서울 강동구,https://kr.indeed.com/rc/clk?jk=691b9cdccbf22e77&fccid=cca88800818f231b&vjs=3
[성수동] C# SDK 프로그래머의 전체 세부 정보,시니어앤파트너즈,서울 성동구,https://kr.indeed.com/rc/clk?jk=df27ebec67010d67&fccid=59060ddcdf96b101&vjs=3
신규 퍼즐/방치형 게임 클라이언트 개발의 전체 세부 정보,NHN,성남 판교역,https://kr.indeed.com/rc/clk?jk=b416a6ad3418ce20&fccid=cc378bd7bc831eca&vjs=3
별이되어라2 클라이언트 프로그래머의 전체 세부 정보,플린트,서울 강남구,https://kr.indeed.com/rc/clk?jk=ce63370b8f087d88&fccid=fbde55bba5dd6185&vjs=3
Software Engineer (New Grad)  R&D의 전체 세부 정보,CLO Virtual Fashion,서울,https://kr.indeed.com/rc/clk?jk=da939db2e1f4a1d8&fccid=dca5e8b8952213a9&vjs=3
[신규프로젝트] 이펙트 및 애니메이션 아티스트 모집의 전체 세부 정보,엔씨소프트,성남 판교역,https://kr.indeed.com/rc/clk?jk=b5105a09e58e2fd4&fccid=a1e4e21b1f33cf40&vjs=3
[텔로스] Unity 활용 VR 개발자의 전체 세부 정보,텔로스,전주 완산구,https://kr.indeed.com/rc/clk?jk=a04e06b49bb72efd&fccid=49b224906248f087&vjs=3
Embedded Software Engineer (m/f/d)의 전체 세부 정보,TTTech Auto AG,경기도 성남,https://kr.indeed.com/rc/clk?jk=156935d0382770bd&fccid=ae92dc7f6d02b373&vjs=3
[마비노기모바일] FX 아티스트의 전체 세부 정보,데브캣,서울 강남구,https://kr.indeed.com/rc/clk?jk=795343a60cf5a23a&fccid=54fae5dfae67ca77&vjs=3
유니티/메타버스 개발자의 전체 세부 정보,에이엠코리아,대전 서구,https://kr.indeed.com/rc/clk?jk=aba3e64c21fa2375&fccid=135e2737736c8515&vjs=3
융합기술학제학부 인간중심 지능형 시스템 연구실 위촉연구원(시간제)의 전체 세부 정보,광주과학기술원,광주 북구,https://kr.indeed.com/rc/clk?jk=52aedd9db3308e20&fccid=617504e506359426&vjs=3
Unity 3D 경력 정규직의 전체 세부 정보,온닷,경기도 부천,https://kr.indeed.com/rc/clk?jk=e9b830af128313a7&fccid=5c16c46271f2cf47&vjs=3
융합기술학제학부 인간중심 지능형 시스템 연구실 (시간제 위촉연구원)의 전체 세부 정보,광주과학기술원,광주 북구,https://kr.indeed.com/rc/clk?jk=19ba3e6ed4512292&fccid=617504e506359426&vjs=3
인간중심 지능형 시스템 연구실 시간제 연구원의 전체 세부 정보,광주과학기술원,광주 북구,https://kr.indeed.com/rc/clk?jk=67503f27b0365593&fccid=617504e506359426&vjs=3
3D Technical Specialist의 전체 세부 정보,CLO Virtual Fashion,서울,https://kr.indeed.com/rc/clk?jk=1a9dd2e0b650bdad&fccid=dca5e8b8952213a9&vjs=3
VR/AR/MR/XR 콘텐츠 및 가상현실 플랫폼 개발/임베디드 시스템 개발의 전체 세부 정보,네스랩,대전 유성구,https://kr.indeed.com/rc/clk?jk=2837a330a5758cfa&fccid=02147d2187fa1b7e&vjs=3
Unity 게임 개발  서버 개발자 모집의 전체 세부 정보,케이넘버스(주),전주 완산구,https://kr.indeed.com/rc/clk?jk=67b82d02fff0181d&fccid=e5752fb125dc3112&vjs=3
Customer Experience Team Manager – Korean Team의 전체 세부 정보,Agoda Company,서울,https://kr.indeed.com/rc/clk?jk=46b863181a2f7e5a&fccid=460239a31e3c73bb&vjs=3
퍼블리싱 기술PM 모집의 전체 세부 정보,엔씨소프트,성남 판교역,https://kr.indeed.com/rc/clk?jk=02a68c00eaef14c0&fccid=a1e4e21b1f33cf40&vjs=3
유니티 기반 3D 콘텐츠 개발자 및 기획 설계자의 전체 세부 정보,주)화이트폭스,창원 의창구,https://kr.indeed.com/rc/clk?jk=24486aee1922f983&fccid=49c71e444bd1a95e&vjs=3
In Camera VFX 운영 기술 감독 및 스탭의 전체 세부 정보,제이디케이에이티,서울 송파구,https://kr.indeed.com/rc/clk?jk=d567324c9d7ae690&fccid=89e11671d01248f6&vjs=3
인지 및 지능연구실 계약직 연구원의 전체 세부 정보,광주과학기술원,광주 북구,https://kr.indeed.com/rc/clk?jk=14427a540af67eab&fccid=617504e506359426&vjs=3
소프트컴퓨팅&인터랙션 연구실 계약직 연구원의 전체 세부 정보,광주과학기술원,광주 북구,https://kr.indeed.com/rc/clk?jk=10f505fa78da5167&fccid=617504e506359426&vjs=3
[신규프로젝트] 퍼즐 캐주얼 UI/UX 디자이너 모집의 전체 세부 정보,엔씨소프트,성남 판교역,https://kr.indeed.com/rc/clk?jk=5344b9e5b14873ce&fccid=a1e4e21b1f33cf40&vjs=3
[정규직] Android/Linux 개발자 신입/경력의 전체 세부 정보,서울스탠다드,서울 금천구,https://kr.indeed.com/rc/clk?jk=de6b88660c21b759&fccid=dce6eac913873f78&vjs=3
CTD Engineer Korea  Transportation의 전체 세부 정보,Solvay,서울,https://kr.indeed.com/rc/clk?jk=76712c258c858b14&fccid=73570cc12fe0cc87&vjs=3
C·C++  C#  MFC 외 신입/경력 정규직의 전체 세부 정보,글림시스템즈,대전 유성구,https://kr.indeed.com/rc/clk?jk=08563596e1d2da3f&fccid=4b2e5e9587098e9e&vjs=3
SCADA Project Manager for Renewable Energy Advisory의 전체 세부 정보,PEAK Wind,서울,https://kr.indeed.com/rc/clk?jk=4447afa043e4ced3&fccid=fec0e0b5109e68ce&vjs=3
Commercial & Contract Manager (Expat) for Renewable Energy Advisory의 전체 세부 정보,PEAK Wind,서울,https://kr.indeed.com/rc/clk?jk=8fea84605dcd2977&fccid=fec0e0b5109e68ce&vjs=3
Commercial Consultant for O&M Strategy  Concepts & OPEX for Renewable Energy Advisory의 전체 세부 정보,PEAK Wind,서울,https://kr.indeed.com/rc/clk?jk=a354597385d8ea94&fccid=fec0e0b5109e68ce&vjs=3
CTD Engineer Korea  E&I의 전체 세부 정보,Solvay,서울,https://kr.indeed.com/rc/clk?jk=813538ac930bb81a&fccid=73570cc12fe0cc87&vjs=3
게임기술 PM의 전체 세부 정보,NHN,성남 판교역,https://kr.indeed.com/rc/clk?jk=7b5db1e81b851fa2&fccid=cc378bd7bc831eca&vjs=3
XR  메타버스 교육콘텐츠 개발 PM 경력직 채용의 전체 세부 정보,멀티캠퍼스,서울 역삼동,https://kr.indeed.com/rc/clk?jk=ecaed40fdc0e45d3&fccid=5b69e4d21319d044&vjs=3
안드로이드/iOS/유니티 경력 개발자 모집의 전체 세부 정보,쿠도커뮤니케이션(주) 관심기업 기관선정,서울 서초동,https://kr.indeed.com/rc/clk?jk=be23d02b36da099e&fccid=2902faf36006636d&vjs=3
유니티 VFX 이펙터 모집의 전체 세부 정보,엔씨소프트,성남 판교역,https://kr.indeed.com/rc/clk?jk=5ac6fc17d445fbef&fccid=a1e4e21b1f33cf40&vjs=3
Senior Project Manager for Offshore Wind Farms in Korea의 전체 세부 정보,PEAK Wind,서울,https://kr.indeed.com/rc/clk?jk=42a1e6686e01c0a4&fccid=fec0e0b5109e68ce&vjs=3
Senior Unity Developer: Fully Remote,Proxify AB,Anywhere in the World,https://weworkremotely.com/remote-jobs/proxify-ab-senior-unity-developer-fully-remote
Director of Social & Community Marketing,AgencyAnalytics,Canada Only,https://weworkremotely.com/remote-jobs/agencyanalytics-director-of-social-community-marketing
Mastermind Community Director,Growth Tools,Anywhere in the World,https://weworkremotely.com/remote-jobs/growth-tools-mastermind-community-director
[Beyond스튜디오] [신규 소셜 카지노] UI&...,㈜더블유게임즈,None,https://www.gamejob.co.kr/List_GI/GIB_Read.asp?GI_No=223020
[스튜디오G] 북미 신규 SNG 모바일게임 이펙트/...,㈜더블유게임즈,None,https://www.gamejob.co.kr/List_GI/GIB_Read.asp?GI_No=226156
[슬롯본부] 슬롯게임 클라이언트 개발자 채용 (경력...,㈜더블유게임즈,None,https://www.gamejob.co.kr/List_GI/GIB_Read.asp?GI_No=226236
[DUC 개발본부] [소셜 카지노] 서버 개발자 채...,㈜더블유게임즈,None,https://www.gamejob.co.kr/List_GI/GIB_Read.asp?GI_No=226405
[스튜디오G] 북미 신규 SNG 모바일게임 캐릭터 ...,㈜더블유게임즈,None,https://www.gamejob.co.kr/List_GI/GIB_Read.asp?GI_No=226479
[로드컴플릿] 각 분야 대규모 인재 채용,㈜로드컴플릿,None,https://www.gamejob.co.kr/List_GI/GIB_Read.asp?GI_No=206270
[가디스오더] 애니메이터 채용,㈜로드컴플릿,None,https://www.gamejob.co.kr/List_GI/GIB_Read.asp?GI_No=219659
[엔씨소프트][단기계약직] Unity VFX 이펙터...,엔씨소프트,None,https://www.gamejob.co.kr/List_GI/GIB_Read.asp?GI_No=227198
[네오위즈] 던만추 TA 담당자 (무관),㈜네오위즈,None,https://www.gamejob.co.kr/List_GI/GIB_Read.asp?GI_No=227131
[신규 프로젝트] 유니티 클라이언트 모집,게임듀오,None,https://www.gamejob.co.kr/List_GI/GIB_Read.asp?GI_No=222817
[네오위즈] 던만추 애니메이션 담당자 (무관),㈜네오위즈,None,https://www.gamejob.co.kr/List_GI/GIB_Read.asp?GI_No=227134
신작 모바일 MMORPG UI 디자이너 모집,㈜레드랩게임즈,None,https://www.gamejob.co.kr/List_GI/GIB_Read.asp?GI_No=215987
[신규프로젝트 B] 3D 이펙트 아티스트 (경력),데브시스터즈㈜,None,https://www.gamejob.co.kr/List_GI/GIB_Read.asp?GI_No=226324
[신규프로젝트 브릭시티] 3D 모델러,데브시스터즈㈜,None,https://www.gamejob.co.kr/List_GI/GIB_Read.asp?GI_No=144374
[신규프로젝트 B] 클라이언트 소프트웨어 엔지니어 ...,데브시스터즈㈜,None,https://www.gamejob.co.kr/List_GI/GIB_Read.asp?GI_No=188490
[쿠키런 마녀의성] 클라이언트 소프트웨어 엔지니어,데브시스터즈㈜,None,https://www.gamejob.co.kr/List_GI/GIB_Read.asp?GI_No=194197
[개발본부] 클라이언트 개발자 채용 (경력),㈜더블다운인터액티브,None,https://www.gamejob.co.kr/List_GI/GIB_Read.asp?GI_No=226780
[앤유 모바일게임] 클라이언트/서버 프로그래머 채용,㈜앤유,None,https://www.gamejob.co.kr/List_GI/GIB_Read.asp?GI_No=176146
[111퍼센트] 로블록스 개발자 모집,111퍼센트㈜,None,https://www.gamejob.co.kr/List_GI/GIB_Read.asp?GI_No=226755
[111퍼센트] 서버 프레임워크 개발자 모집,111퍼센트㈜,None,https://www.gamejob.co.kr/List_GI/GIB_Read.asp?GI_No=226746
[111퍼센트]게임 클라이언트 개발자 모집,111퍼센트㈜,None,https://www.gamejob.co.kr/List_GI/GIB_Read.asp?GI_No=226622
[신규프로젝트] 경력 캐릭터 원화가 모집,나인아크,None,https://www.gamejob.co.kr/List_GI/GIB_Read.asp?GI_No=213162
[신규프로젝트] 경력 애니메이터 모집,나인아크,None,https://www.gamejob.co.kr/List_GI/GIB_Read.asp?GI_No=213163
서울 오피스 - 모바일 클라이언트 SDK 개발자 모...,트리노드 주식회사,None,https://www.gamejob.co.kr/List_GI/GIB_Read.asp?GI_No=226592
부산 본사 - [M&B(머지앤배틀)] 3D 이펙터 ...,트리노드 주식회사,None,https://www.gamejob.co.kr/List_GI/GIB_Read.asp?GI_No=225276
부산 본사 - [포코팡 시리즈] 클라이언트 프로그래...,트리노드 주식회사,None,https://www.gamejob.co.kr/List_GI/GIB_Read.asp?GI_No=225274
[시프트업] 승리의 여신 니케 / 3D 배경 모델러,㈜시프트업,None,https://www.gamejob.co.kr/List_GI/GIB_Read.asp?GI_No=222499
[마비노기모바일] 시니어 프로그래머 모집,데브캣,None,https://www.gamejob.co.kr/List_GI/GIB_Read.asp?GI_No=200321
[PUBG Studios] Tech Unity Cl...,(주)크래프톤,None,https://www.gamejob.co.kr/List_GI/GIB_Read.asp?GI_No=225994
[Beyond스튜디오] [신규 소셜 카지노] UI&UX 디자이너 채용 (경력),㈜더블유게임즈,서울 > 강남구,https://www.gamejob.co.kr/List_GI/GIB_Read.asp?GI_No=223020
[스튜디오G] 북미 신규 SNG 모바일게임 이펙트/애니메이션 담당자 채용 (경력),㈜더블유게임즈,서울 > 강남구,https://www.gamejob.co.kr/List_GI/GIB_Read.asp?GI_No=226156
[슬롯본부] 슬롯게임 클라이언트 개발자 채용 (경력),㈜더블유게임즈,서울 > 강남구,https://www.gamejob.co.kr/List_GI/GIB_Read.asp?GI_No=226236
[DUC 개발본부] [소셜 카지노] 서버 개발자 채용 (경력),㈜더블유게임즈,서울 > 강남구,https://www.gamejob.co.kr/List_GI/GIB_Read.asp?GI_No=226405
[스튜디오G] 북미 신규 SNG 모바일게임 캐릭터 및 배경 원화가 채용 (경력),㈜더블유게임즈,서울 > 강남구,https://www.gamejob.co.kr/List_GI/GIB_Read.asp?GI_No=226479
[스튜디오N] 수집형 RPG 서버 개발자 채용 (경력),㈜더블유게임즈,서울 > 강남구,https://www.gamejob.co.kr/List_GI/GIB_Read.asp?GI_No=226530
[스튜디오G] 북미 신규 SNG 모바일게임 클라이언트 개발자 채용 (경력),㈜더블유게임즈,서울 > 강남구,https://www.gamejob.co.kr/List_GI/GIB_Read.asp?GI_No=226621
[캐쥬얼 RPG] 게임 기획자 모집,엔픽셀,서울 > 강남구,https://www.gamejob.co.kr/List_GI/GIB_Read.asp?GI_No=226682
[엑스엘게임즈] 사운드 디자이너 모집 (경력),㈜엑스엘게임즈,경기 > 성남시,https://www.gamejob.co.kr/List_GI/GIB_Read.asp?GI_No=224092
이펙트  유니티 클라  서버(C#) 경력 채용,(주)위메이드맥스,경기 > 성남시,https://www.gamejob.co.kr/List_GI/GIB_Read.asp?GI_No=119527
[로드컴플릿] 각 분야 대규모 인재 채용,㈜로드컴플릿,경기 > 성남시,https://www.gamejob.co.kr/List_GI/GIB_Read.asp?GI_No=206270
[가디스오더] 애니메이터 채용,㈜로드컴플릿,경기 > 성남시,https://www.gamejob.co.kr/List_GI/GIB_Read.asp?GI_No=219659
[엔씨소프트][단기계약직] Unity VFX 이펙터 모집,엔씨소프트,경기 > 성남시,https://www.gamejob.co.kr/List_GI/GIB_Read.asp?GI_No=227198
[신규프로젝트] 클라이언트 프로그래머(Unity) 담당 (샌드박스) 모집,㈜스마일게이트엔터테인먼트,경기 > 성남시,https://www.gamejob.co.kr/List_GI/GIB_Read.asp?GI_No=227194
[신규프로젝트] 캐주얼 MMORPG 배경모델링 담당 (샌드박스) 모집,㈜스마일게이트엔터테인먼트,경기 > 성남시,https://www.gamejob.co.kr/List_GI/GIB_Read.asp?GI_No=227191
[네오위즈] 던만추 TA 담당자 (무관),㈜네오위즈,경기 > 성남시,https://www.gamejob.co.kr/List_GI/GIB_Read.asp?GI_No=227131
[신규 프로젝트] 유니티 클라이언트 모집,게임듀오,서울 > 마포구,https://www.gamejob.co.kr/List_GI/GIB_Read.asp?GI_No=222817
[판교] 유니티 클라이언트 개발자 모집,게임듀오,경기 > 성남시,https://www.gamejob.co.kr/List_GI/GIB_Read.asp?GI_No=225409
[네오위즈] 던만추 애니메이션 담당자 (무관),㈜네오위즈,경기 > 성남시,https://www.gamejob.co.kr/List_GI/GIB_Read.asp?GI_No=227134
신작 모바일 MMORPG UI 디자이너 모집,㈜레드랩게임즈,서울 > 강남구,https://www.gamejob.co.kr/List_GI/GIB_Read.asp?GI_No=215987
[신규프로젝트] 배경원화 담당 (샌드박스) 모집,㈜스마일게이트엔터테인먼트,경기 > 성남시,https://www.gamejob.co.kr/List_GI/GIB_Read.asp?GI_No=226546
2023년 웹젠 개발/개발지원/기술 부문 수시채용,(주)웹젠,경기 > 성남시,https://www.gamejob.co.kr/List_GI/GIB_Read.asp?GI_No=226826
[쿡앱스] RPG 게임 제작 직군 인재 영입,㈜쿡앱스(CookApps),경기 > 성남시,https://www.gamejob.co.kr/List_GI/GIB_Read.asp?GI_No=225797
[쿡앱스] 캐주얼 게임 제작 직군 인재 영입,㈜쿡앱스(CookApps),경기 > 성남시,https://www.gamejob.co.kr/List_GI/GIB_Read.asp?GI_No=225799
[신규프로젝트 B] 3D 이펙트 아티스트 (경력),데브시스터즈㈜,서울 > 강남구,https://www.gamejob.co.kr/List_GI/GIB_Read.asp?GI_No=226324
[신규프로젝트 브릭시티] 3D 모델러,데브시스터즈㈜,서울 > 강남구,https://www.gamejob.co.kr/List_GI/GIB_Read.asp?GI_No=144374
[신규프로젝트 B] 클라이언트 소프트웨어 엔지니어 (경력),데브시스터즈㈜,서울 > 강남구,https://www.gamejob.co.kr/List_GI/GIB_Read.asp?GI_No=188490
[쿠키런 마녀의성] 클라이언트 소프트웨어 엔지니어,데브시스터즈㈜,서울 > 강남구,https://www.gamejob.co.kr/List_GI/GIB_Read.asp?GI_No=194197
[쿠키런 킹덤]  클라이언트 소프트웨어 엔지니어,데브시스터즈㈜,서울 > 강남구,https://www.gamejob.co.kr/List_GI/GIB_Read.asp?GI_No=203060
[신규프로젝트 Q] 클라이언트 소프트웨어 엔지니어 (경력),데브시스터즈㈜,서울 > 강남구,https://www.gamejob.co.kr/List_GI/GIB_Read.asp?GI_No=215740
[신규프로젝트 브릭시티] 3D 애니메이터,데브시스터즈㈜,서울 > 강남구,https://www.gamejob.co.kr/List_GI/GIB_Read.asp?GI_No=217316
[신규프로젝트 B] UX/UI 디자이너 (경력),데브시스터즈㈜,서울 > 강남구,https://www.gamejob.co.kr/List_GI/GIB_Read.asp?GI_No=221722
[신규프로젝트 B] 3D 배경 모델러 (경력),데브시스터즈㈜,서울 > 강남구,https://www.gamejob.co.kr/List_GI/GIB_Read.asp?GI_No=225438
[쿠키런 마녀의성] 퍼즐 GUI 디자이너,데브시스터즈㈜,서울 > 강남구,https://www.gamejob.co.kr/List_GI/GIB_Read.asp?GI_No=225684
[신규프로젝트 브릭시티] 클라이언트 소프트웨어 엔지니어 (경력),데브시스터즈㈜,서울 > 강남구,https://www.gamejob.co.kr/List_GI/GIB_Read.asp?GI_No=149033
[네오위즈] 글로벌 슬롯 게임 클라이언트 프로그래머 (경력),㈜네오위즈,경기 > 성남시,https://www.gamejob.co.kr/List_GI/GIB_Read.asp?GI_No=226851
2023년 웹젠비트 수시채용,(주)웹젠,경기 > 성남시,https://www.gamejob.co.kr/List_GI/GIB_Read.asp?GI_No=226832
2023년 웹젠노바 수시채용,(주)웹젠,경기 > 성남시,https://www.gamejob.co.kr/List_GI/GIB_Read.asp?GI_No=226831
[개발본부] 클라이언트 개발자 채용 (경력),㈜더블다운인터액티브,서울 > 강남구,https://www.gamejob.co.kr/List_GI/GIB_Read.asp?GI_No=226780
[앤유 모바일게임] 클라이언트/서버 프로그래머 채용,㈜앤유,서울 > 서초구,https://www.gamejob.co.kr/List_GI/GIB_Read.asp?GI_No=176146
